Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,0.65,3631.135714,278.525,3343.42,3932.24,3611.44,3620.19,3362.57,3968.75,3652.2,3659.61,3361.06,3918.11,3618.86,3625.26,21919.64286,55028.5,1.295714286,16.21428571,142.8571429,70.07142857,42.07142857,4582.571429,56.5,207.4285714,95.35714286,1.214285714,28.78571429,88.64285714,881.2857143,40754.64286,6081.428571,0.149229965,9.374093363,29.8118643,17.88193883,24.53400869,391.9811052,31.15902141,27.00345928,31.96538306,3.142232705,38.16599084,99.53090525,65.2456053,598.7366966,145.133209,0.242399054,0.003312639,487.3846201,87.72923162,3407.375544,442.9588207,755.0023464,105.7003285,56.20523213,6.744627856,5710.94941,1027.970894,1.579837083,0.110588596,3.437486028,1.856242455,4.450254187,0.623035586,9.510397791,0.855935801,1.203244441,0.192519111,52.38105472,1.047621094,16.75001654,0.837500827,0.032978184,0.002078902,6.303871556,0.00490706,0.000800041,16.30387162
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,0.7,3940.826667,304.535,3643.81,4188.39,3933.23,3925.42,3640.03,4211.4,3974.38,3961.1,3584.38,4193.45,3934.67,3918.8,22842.73333,56752.8,1.344666667,18,156.6,90.26666667,36.26666667,4491.666667,88.86666667,231.7333333,118,13.13333333,27.4,68.26666667,957.0666667,42424.2,6334.133333,0.149304916,32.72395366,33.89858826,81.36905929,16.24133469,1303.046796,49.77501764,30.31139971,34.51707652,26.43824791,55.14629893,68.58724024,84.78836398,564.2894647,143.6343904,0.254540266,0.002732735,196.5150343,35.37270617,2189.505993,284.6357791,223.979161,31.35708254,29.73641755,3.568370106,3225.774563,580.6394213,0.923007687,0.064610538,2.13136205,1.150935507,2.622442469,0.367141946,5.963937738,0.536754396,0.700899472,0.112143916,36.49555291,0.729911058,8.929101824,0.446455091,0.039237668,0.002466569,6.286227735,0.004623609,0.000753011,16.2862274
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,0.7,4208.64,178.36,3978.92,4336.62,4188.5,4179.32,4044.06,4352.44,4229.72,4220.44,3991.16,4347.88,4207.61,4197.8,23327.13333,56259.46667,1.338,6.8,130.8,37.13333333,25.26666667,3302.533333,102.6,217.7333333,117.3333333,0,38.93333333,54.86666667,993.4666667,43221.4,6328.066667,0.146391761,7.282071919,23.35502393,25.82597437,16.84579925,287.4364195,41.05884279,23.57803659,41.78801377,0,62.32457285,71.29602941,99.28448783,818.434551,201.1241502,0.245742497,0.002854314,299.9494325,53.99089785,3711.15207,482.4497691,334.2205693,46.7908797,46.8799998,5.625599976,4542.425909,817.6366636,1.049747683,0.073482338,2.791826174,1.507586134,5.41452311,0.758033235,10.45252365,0.940727129,1.072921849,0.171667496,65.73504848,1.31470097,14.23345251,0.711672626,0.034046693,0.003748126,11.00878132,0.005291935,0.001111771,21.00878152
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,0.6,4497.107692,154.79,4322.75,4601.27,4453.22,4454.93,4338.39,4669.79,4481.64,4486.48,4324.78,4634.36,4465.54,4469.16,23905.46154,57464.46154,1.32,6.846153846,167,33.84615385,28.30769231,3430.076923,98,228.3846154,120.5384615,0,19.38461538,43.30769231,967.2307692,44027.92308,6353.230769,0.14429771,8.552252665,31.14749856,19.09993959,21.74237267,242.5278202,43.40314889,36.18595138,55.82056877,0,29.7224339,55.90376346,93.56829399,474.9455164,135.3570303,0.284994859,0.002510634,167.7999201,30.20398562,4217.700826,548.3011074,237.3718165,33.23205431,46.78120576,5.613744691,4414.084703,794.5352465,1.050225297,0.073515771,2.843511196,1.535496046,4.038560617,0.565398486,9.118797628,0.820691787,0.714706415,0.114353026,78.06690295,1.561338059,10.592352,0.5296176,0.038034865,0.003457815,9.091171047,0.005341984,0.001019847,19.09117119
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,0.55,4654.675,190.66,4422.64,4826.02,4612.67,4615.31,4456.3,4847.2,4643.58,4646.79,4443.85,4825.17,4636.09,4634.99,22628.83333,55695.08333,1.306666667,12,128.75,38.75,30.08333333,3587.416667,70.91666667,215.4166667,122.5833333,0,13.25,161.9166667,988.9166667,41852.16667,6051.583333,0.144591799,8.63397096,15.73718815,23.62635278,13.93790341,272.9653519,40.06916369,32.46944951,35.65862979,0,29.26097308,118.6756147,118.605119,374.7321063,175.8291828,0.469213019,0.00390588,335.8691783,60.45645209,4013.123051,521.7059966,393.3367813,55.06714938,45.78783303,5.494539964,3780.979575,680.5763235,0.930570105,0.065139907,3.315937291,1.790606137,3.510172288,0.49142412,11.7594545,1.058350905,1.060803729,0.169728597,78.12846424,1.562569285,16.12570153,0.806285077,0.034942821,0.002590918,7.414735255,0.00660653,0.00115051,17.41473526
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,0.6,4745.8,189.265,4494.94,4894.64,4711.11,4707.7,4545.43,4928.52,4741.91,4740.51,4532.01,4910.54,4732.66,4727.51,22323.46154,54924.61538,1.440769231,13.15384615,162.4615385,56.07692308,22.23076923,3247.538462,85.92307692,208.3076923,120.0769231,0.384615385,3,74.30769231,928.6153846,41812.07692,6176.846154,0.147728606,9.026314806,32.41557081,25.21395625,16.98113584,549.8970533,50.31146579,26.51535598,39.24169028,1.386750491,7.659416862,85.77915891,124.2279749,1023.087685,197.2582259,0.192806764,0.003058425,238.5346084,42.93622951,3486.528107,453.2486539,386.7326744,54.14257442,38.5256522,4.623078264,3167.607313,570.1693163,0.814471895,0.057013033,3.032224277,1.63740111,3.038249121,0.425354877,5.798802064,0.521892186,0.994535425,0.159125668,70.05573441,1.401114688,13.26053158,0.663026579,0.036574215,0.002767655,7.567230961,0.004993436,0.000877208,17.56723118
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,0.6,4810.630769,165.575,4603.17,4942.02,4782.05,4779.17,4616.84,4995.02,4809.39,4807.46,4620.88,4952.03,4799.12,4794.42,22217.84615,54839.15385,1.287692308,10.92307692,140.4615385,52.53846154,31.30769231,3051,85.84615385,227.8461538,97.46153846,5.538461538,30.23076923,81.69230769,936.4615385,42000.53846,6175.846154,0.147029775,9.508430807,13.20110718,17.36190938,18.88290504,207.6663991,42.74701969,40.25925598,47.51248149,9.088595277,46.01839097,61.12880474,57.33180529,323.2851206,176.9900403,0.547473512,0.003540928,35.89186233,6.460535219,2595.371312,337.3982706,218.0937453,30.53312434,28.24261491,3.389113789,2284.889729,411.2801512,0.611487721,0.04280414,2.520712809,1.361184917,2.972262265,0.416116717,4.641441298,0.417729717,0.562762357,0.090041977,53.9478412,1.078956824,10.56346884,0.528173442,0.042417815,0.003062396,7.219599336,0.00747204,0.001286655,17.21959939
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,0.6,4936.930769,93.215,4837.45,5026.53,4915.36,4918.76,4861.39,5147.04,4947.42,4952.95,4852.62,5039.05,4931.2,4932.17,22964,55507.53846,1.303076923,6.153846154,146.6153846,55.92307692,25.15384615,2559.615385,73.53846154,219.1538462,106.6153846,2.230769231,20.23076923,113.3846154,955.7692308,43080.07692,6317,0.146626676,5.913912324,20.91864584,19.263357,19.38146087,111.7844194,33.51272242,24.76504981,62.75818467,8.043152845,29.82491645,89.90044351,79.87819252,599.1299889,193.8620644,0.323572627,0.003704556,157.0594404,28.27069927,3949.674648,513.4577042,441.6354183,61.82895856,41.11180496,4.933416595,3412.493629,614.2488532,0.910381859,0.06372673,5.705617692,3.081033554,5.962629521,0.834768133,6.264222559,0.56378003,0.765652204,0.122504353,79.92720242,1.598544048,23.41796688,1.170898344,0.035097982,0.003876094,11.04363836,0.004327226,0.000910606,21.0436382
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,0.55,5072.725,226.09,4913.17,5288.58,5049.52,5063.46,4923.45,5397.13,5103.58,5119.89,4916.49,5368.67,5078.3,5096.93,22267.91667,55087.5,1.346666667,22.58333333,199.5,205.75,63.08333333,3836.666667,47.16666667,228.4166667,85.16666667,5,80.5,345.6666667,954.75,40863.08333,6265,0.153631201,9.765042786,32.00710148,112.6725949,19.14280465,763.9887354,37.42831532,35.8087301,39.35810725,9.115421498,71.11514351,200.3648188,118.7167178,2470.866151,212.3089516,0.08592491,0.006694886,7255.583194,1306.004975,5683.67778,738.8781114,2787.737038,390.2831853,103.2608758,12.3913051,4977.113764,895.8804775,1.191415297,0.083399071,6.225778674,3.361920484,7.391036368,1.034745092,28.72260097,2.585034087,10.74847022,1.719755235,109.6646554,2.193293108,97.07584026,4.853792013,0.019493177,0.002272915,11.66005455,0.004659141,0.001009172,21.66005455
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,0.55,5184.441667,308.79,4961.73,5524.29,5144.99,5175.11,4986.42,5561.94,5215.31,5234.47,4977.5,5595.08,5185.82,5217.55,23072.16667,55131.5,1.3725,13.33333333,161.8333333,86.5,29.58333333,2368.333333,52.41666667,209.5833333,93,3.333333333,24.33333333,92.91666667,906.5833333,43054.33333,6227.083333,0.144629065,17.92577288,47.663276,32.28706468,22.81330686,233.5295712,49.92987507,29.43855954,36.12100874,7.831560083,42.33703157,103.8385621,116.9331264,589.7309607,134.6068068,0.228251212,0.002135395,293.8266765,52.88880177,3599.827864,467.9776223,435.4794317,60.96712044,33.50696137,4.020835364,2637.046993,474.6684587,0.767742407,0.053741968,6.625024494,3.577513227,5.924549608,0.829436945,21.92880594,1.973592535,0.706861739,0.113097878,74.39152898,1.48783058,23.61796449,1.180898225,0.018530997,0.001832692,9.889871878,0.002352094,0.000467828,19.88987211
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,0.6,5436.623077,394.71,5099.49,5834.91,5391.97,5410.46,5110.69,5882.4,5462.45,5469.77,5126.18,5915.6,5439.64,5463.4,23160.69231,55187.46154,1.347692308,4.384615385,140.8461538,43.69230769,38.15384615,2061.846154,31.61538462,241.4615385,87.15384615,6.615384615,9.538461538,152.2307692,894.6923077,43283.84615,6268.076923,0.144808217,7.286270897,28.5769317,16.57500435,19.07374353,214.1128387,33.70593039,30.20655388,37.87445523,16.23031352,23.40090947,88.30643035,92.79671745,772.2085045,182.3039868,0.236081299,0.003093697,199.7601332,35.95682398,4640.523522,603.2680579,337.7373781,47.28323293,41.49307617,4.97916914,3560.842802,640.9517044,1.008260928,0.070578265,7.365820821,3.977543243,6.211413657,0.869597912,9.708856297,0.873797067,0.749489114,0.119918258,89.12411225,1.782482245,16.00076454,0.800038227,0.020232676,0.001532743,7.5755834,0.003581921,0.000629544,17.57558357
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,0.6,5499.669231,413.19,5136.39,5911.05,5458.04,5473.18,5131.83,5961.74,5526.75,5530.96,5160.41,5986.79,5509.85,5528.08,23511.76923,56021.46154,1.395384615,6,131.6153846,37.07692308,34.84615385,1867.307692,33.23076923,229.5384615,79,0,44.07692308,113,940.5384615,44059,6357.769231,0.144329003,9.695359715,29.56782728,19.91842337,18.65407084,173.2086336,35.23292458,48.5946077,52.77941518,0,58.47144822,72.65558019,114.4644161,822.2367867,155.3620255,0.188950468,0.003683225,973.6824666,175.262844,3761.690452,489.0197588,439.2617094,61.49663932,42.17796203,5.061355444,2748.553456,494.7396221,0.858721787,0.060110525,5.849088818,3.158507962,4.744298227,0.664201752,10.21776865,0.919599179,1.919467031,0.307114725,71.42068742,1.428413748,20.00078753,1.000039377,0.020768432,0.001453929,7.000666384,0.00459221,0.000780706,17.00066638
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,0.6,5646.269231,436.895,5230.52,6091.99,5612.07,5624.6,5236.79,6103.26,5667.97,5667.89,5271.94,6145.73,5659.32,5671.36,23811.38462,56569.61538,1.366923077,13.07692308,141.0769231,35.15384615,25.46153846,1542.461538,43.15384615,228.2307692,87.30769231,0,39.07692308,101.4615385,953.2307692,45075.92308,6574.307692,0.145862529,14.5857324,18.96251363,16.26779105,10.20306641,104.2805634,38.6735184,27.36833281,49.54523962,0,55.78449835,70.48358601,120.7008381,524.9314974,124.4450244,0.237069075,0.002957996,4674.018055,841.3232499,15500.47502,2015.061753,4823.395579,675.2753811,275.8213156,33.09855787,24110.30848,4339.855526,9.64091711,0.674864198,25.33147037,13.678994,19.09702535,2.673583549,53.70010907,4.833009816,6.739390951,1.078302552,139.1876948,2.783753896,82.65655708,4.132827854,0.027720028,0.00137498,4.960240163,0.007468321,0.001117279,14.96024001
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,0.6,5947.946154,461.975,5467.92,6421.05,5945.23,5942.97,5446.67,6418.47,5984.82,5972,5503.95,6427.9,5970.25,5966.12,23243.15385,57024.69231,1.373846154,35.30769231,158.2307692,109.6923077,56.76923077,4515.153846,46.07692308,210.0769231,89.92307692,0,42.53846154,129.9230769,1001.153846,42551.15385,6192.692308,0.14554695,13.92470595,20.83728168,25.08115034,20.71293415,253.1780816,34.16982474,34.2210012,40.69492503,0,67.01817587,72.0549114,96.44155929,1092.790758,214.155078,0.195970799,0.003903024,214.2359607,38.56247293,3865.367321,502.4977517,314.2119789,43.98967705,40.30371929,4.836446315,2886.473191,519.5651744,0.797101318,0.055797092,3.074840014,1.660413608,4.308979567,0.603257139,10.03284659,0.902956193,0.841708562,0.13467337,71.47093889,1.429418778,15.55587576,0.777793788,0.041336548,0.001262427,3.054021356,0.005906331,0.000771014,13.05402136
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,0.6,6370.753846,361.555,5899.06,6700.49,6402.32,6371.01,5973.03,6737.29,6444.54,6416.18,5990.42,6713.53,6404.15,6389.03,22715.76923,55020.92308,1.346923077,14,177.3846154,89.15384615,52.84615385,2592.230769,54.46153846,221.4615385,97.53846154,0,34.15384615,150,977.9230769,42318.38462,6246.384615,0.147650223,7.842193571,33.58456605,18.26128032,21.14964993,243.7444542,37.88274758,37.01039355,55.09025229,0,40.88774501,70.17953168,82.86581677,976.5482185,143.4750492,0.146920599,0.003789667,4531.40776,815.6533968,3481.392137,452.5809778,904.1879244,126.5863094,84.65981172,10.15917741,3168.819664,570.3875395,0.546046302,0.038223241,3.299582559,1.781774582,5.064349607,0.709008945,18.29158675,1.646242808,7.805442382,1.248870781,46.22785062,0.924557012,83.4623728,4.17311864,0.026566305,0.001431588,5.388735789,0.00543756,0.000836772,15.38873589
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,0.6,6433.538462,326.86,5960.35,6750.55,6461.57,6429.25,6062.89,6754.45,6495.74,6470.49,6089.61,6743.33,6466.41,6450.78,18555.69231,44574.53846,1.393846154,60.53846154,203.3076923,196,79.07692308,3589.307692,59.30769231,189.6923077,104.0769231,9.076923077,169.5384615,352.4615385,866,31582.76923,5394.230769,0.174344314,67.31717882,81.22539075,209.3051998,35.36114049,837.4556092,37.13350826,40.27071851,40.29983775,29.8509116,116.2523228,269.0605927,146.4655819,6265.93824,572.7287249,0.091403506,0.02120744,23278.04767,4190.048581,3903.380519,507.4394675,2923.188804,409.2464326,121.9300211,14.63160253,4456.928381,802.2471086,0.855150174,0.059860512,2.425675008,1.309864504,3.767313027,0.527423824,30.48216342,2.743394708,16.42557783,2.628092453,35.5730101,0.711460202,90.16911624,4.508455812,0.029097963,0.001511145,5.193300592,0.020460102,0.003108565,15.19330061
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,0.55,6500.141667,295.92,6060.8,6769.29,6518.29,6486.67,6129.3,6774.25,6554.03,6524.81,6176.77,6768.61,6529.44,6513.44,13949,38376,1.411666667,464.1666667,364.3333333,523.5833333,172.6666667,8320,109.9166667,155.6666667,66.66666667,36.83333333,391.5,449.5,827,20285.25,4924.75,0.244724512,71.72781042,69.90036199,226.6184051,34.69433628,1437.341169,64.82488065,37.59916182,55.23558361,42.88638973,83.24498347,151.9919256,236.6988881,2857.980537,337.4018713,0.118056042,0.015893984,34328.60153,6179.148275,4312.186563,560.5842532,3433.05248,480.6273472,397.1365916,47.65639099,13289.58227,2392.124809,0.757047602,0.052993332,2.230484241,1.20446149,6.015402464,0.842156345,87.59499317,7.883549385,53.67294845,8.587671752,37.52281834,0.750456367,334.5208848,16.72604424,0.028841112,0.001541804,5.34585465,0.017372774,0.002666001,15.3458547
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,0.55,6564.375,277.605,6130.94,6791.43,6574.22,6540.26,6183.04,6809.8,6613.97,6579.12,6242.32,6797.53,6598.92,6576.1,22427.08333,57499.5,1.2675,143.1666667,195.25,247.8333333,121,5463.166667,80.75,224.4166667,92,34.75,84.25,126,1174.166667,41365.91667,6449.583333,0.156258563,116.0343471,51.61769429,65.54503425,46.68073381,1984.072434,26.74160871,37.77555326,26.94438717,50.78139423,113.3210443,102.4260265,124.3746783,2243.380058,218.7806948,0.097522796,0.008311197,1154.260764,207.7669375,4541.333436,590.3733467,1119.777227,156.7688118,77.89836317,9.34780358,3562.901422,641.322256,0.996950957,0.069786567,7.771363798,4.196536451,8.155143454,1.141720084,34.97989363,3.148190427,2.833581675,0.453373068,86.72448526,1.734489705,123.6786369,6.183931845,0.028306742,0.001620364,5.724302507,0.005053705,0.00079466,15.7243024
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,0.65,6812.307143,105.27,6652.55,6886.64,6776.49,6775.05,6718.42,6925.43,6821.18,6822.92,6701.06,6911.6,6804.85,6806.19,23247.14286,55625.64286,1.319285714,7.857142857,143.7857143,69.28571429,31.21428571,1883.642857,61.42857143,220.6428571,113.7142857,0,19.35714286,100.2857143,947.2142857,43516.42857,6467.142857,0.148631763,9.371455374,32.13715456,14.16077231,8.432342237,172.4768021,32.7430892,36.12501188,54.61533818,0,34.93864324,109.412718,97.44519451,1047.994401,171.9565496,0.164081554,0.002911789,519.0692231,93.43246016,4164.183528,541.3438586,617.9743965,86.51641551,48.62589017,5.83510682,2793.818462,502.8873232,0.972163333,0.068051433,5.453440209,2.944857713,7.040465601,0.985665184,8.670290595,0.780326154,1.131785621,0.181085699,76.44263413,1.528852683,32.53643781,1.626821891,0.027156883,0.004763999,17.54250953,0.003325618,0.000915959,27.5425092
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,0.65,7055.1,184.315,6805.01,7167.22,6954.58,6963.74,6820.6,7212.72,6978.62,6988.82,6815.38,7184.01,6964.68,6974.29,23330.92857,56708.85714,1.285,10.78571429,226.2142857,72.35714286,42.64285714,2470.357143,54.85714286,222.0714286,124.5,1.785714286,33.42857143,159.0714286,1007.285714,43491.42857,6470.5,0.148796515,10.22950913,26.46384637,23.49994155,25.51502466,292.7930766,44.46754589,28.23926422,52.32994436,6.681531048,41.84166912,79.2701945,121.4093068,1218.101594,210.0398314,0.172432113,0.003487248,510.1301471,91.82342648,4449.195182,578.3953737,449.3132406,62.90385368,54.95773967,6.59492876,3045.373357,548.1672043,0.973653446,0.068155741,4.062914553,2.193973859,4.561717881,0.638640503,8.265161932,0.743864574,1.396313321,0.223410131,83.80568894,1.676113779,18.45759727,0.922879864,0.051834131,0.003188541,6.151431164,0.006950044,0.001122532,16.15143131
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,0.65,7160.464286,218.34,6878.64,7309.09,7062.59,7070.73,6895.25,7342.71,7088.93,7097.77,6888.8,7325.48,7077.69,7085.6,22635.42857,56487.28571,1.304285714,14.85714286,169.2857143,94.28571429,40.07142857,3453.785714,101.5714286,214.5714286,95.5,1.785714286,31.14285714,219.8571429,968.8571429,41935.85714,6235.214286,0.148729542,18.05912147,43.13918185,50.81857409,17.69599818,1238.055745,74.22700554,41.76438359,46.51013124,4.543441113,46.04154836,107.5266387,107.4071027,1396.69356,214.3326597,0.153457183,0.004024367,714.0118801,128.5221384,4530.875865,589.0138625,602.974911,84.41648754,66.72545229,8.007054275,3136.839356,564.6310841,0.850620155,0.059543411,2.965078694,1.601142495,4.921011171,0.688941564,6.808603707,0.612774334,2.016254156,0.322600665,85.69090324,1.713818065,24.14841652,1.207420826,0.048076923,0.002801302,5.826707178,0.008832714,0.001397928,15.82670712
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,0.7,7263.933333,236.15,6948.66,7432.18,7170.01,7174.11,6979.71,7449.95,7196.66,7203.25,6964.18,7436.48,7184.33,7187.7,21787.13333,53540,1.36,7.133333333,225.6,57.86666667,37.4,2783.466667,84.2,220.2666667,116.3333333,0,38.13333333,119.9333333,930.0666667,40604.4,5896.533333,0.145198941,8.288259051,51.00252095,32.28636746,22.45567062,695.5818599,41.26084273,29.9128894,32.01041497,0,45.5676368,63.12851593,111.1128555,1305.120783,295.9181515,0.226736219,0.004970267,104.6756783,18.84162209,3609.129673,469.1868575,168.1798853,23.54518394,45.5523502,5.466282024,2342.824007,421.7083213,0.669698406,0.046878888,2.182200699,1.178388377,4.093699078,0.573117871,3.679275906,0.331134832,0.501927094,0.080308335,65.96855978,1.319371196,7.956881626,0.397844081,0.048043926,0.002792795,5.813002454,0.006795725,0.001074608,15.81300281
