Location,Site,Section,Sample_ID,Sample_thickness,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Isla Hermite,HER42PB,HER42PB_1E,179,1.1,42.5,43.6,43.0,202.5,203.6,203,202.5,203.6,203,202.0,1865.73,2636.15,2253.39,2253.73,0.06725,86.18426726,4.309213363,13.81573274,1.381573274,0.202157788,0.020215779,859.0633449,14.60407686,2826.666898,508.8000416,11992.59067,1559.036787,1202.301468,168.3222055,150.7094709,18.08513651,9342.936185,1681.728513,3.122609518,0.218582666,6.051611715,3.267870326,25.87423565,3.622392991,33.9089395,3.051804555,2.017664875,0.042774495,7.965558382,1.274489341,182.2674644,3.645349288,3.847254066,0.192362703,4.176386513,0.063481075,0.952548023,0.024099465
Isla Hermite,HER42PB,HER42PB_1F,184,1.1,1.4,2.5,1.95,201.4,202.5,202,201.4,202.5,202,203.0,1884.84,2645.7,2267.84,2268.6,0.06726,70.75583485,3.537791742,29.24416515,2.924416515,0.401041202,0.04010412,1203.95387,48.03775942,5457.248831,982.3047896,19005.72883,2470.744748,2108.785455,295.2299637,365.7716364,43.89259637,13791.08364,2482.395055,5.441252987,0.380887709,7.643347532,4.127407667,26.97965714,3.777152,33.08473766,2.977626389,2.19542961,0.055983455,19.53359169,3.12537467,225.088187,4.50176374,10.66656208,0.533328104,5.609209351,0.103770373,1.478016,0.004434048
Isla Hermite,HER42PB,HER42PB_1F,189,1.2,8.1,9.3,8.6,208.1,209.3,208.7,208.1,209.3,208.7,208.7,1954.2,2717,2358.63,2353.35,0.06500,85.34301771,4.267150886,14.65698229,1.465698229,0.190791821,0.019079182,648.6931151,21.08252624,2756.113305,496.1003949,10921.53411,1419.799434,775.5257867,108.5736101,131.1007878,15.73209454,11345.31869,2042.157364,2.424955924,0.169746915,6.281092925,3.39179018,32.78276452,4.589587033,17.72327666,1.595094899,1.772024963,0.082399161,7.558500739,1.209360118,150.0197423,3.000394846,6.063146568,0.303157328,2.604761668,0.073714755,0.787633918,0.020242192
Isla Hermite,HER42PB,HER42PB_1F,191,1.3,10.9,12.2,11.5,210.9,212.2,211.5,210.9,212.2,211.5,211.5,2002.23,2753.44,2402.62,2396.43,0.06315,81.08934056,4.054467028,18.91065944,1.891065944,0.243991857,0.024399186,719.2964267,16.04031032,2828.534907,509.1362833,13096.11662,1702.495161,993.0986057,139.0338048,174.0963235,20.89155882,8584.603441,1545.228619,2.969961652,0.207897316,7.062851662,3.813939897,17.54257349,2.455960289,19.13786718,1.722408046,1.866833038,0.080647187,7.439046804,1.190247489,166.9684155,3.33936831,6.36986061,0.318493031,2.49335352,0.020196164,2.743961713,0.017286959
Isla Hermite,HER42PB,HER42PB_1F,197,1.2,19.3,20.5,19.9,219.3,220.5,219.9,219.3,220.5,219.9,219.9,2120.35,2862.87,2537.61,2529.45,0.06449,85.86324572,4.293162286,14.13675428,1.413675428,0.190939371,0.019093937,753.1282518,10.09191857,3423.57602,616.2436836,13147.58443,1709.185976,599.0527127,83.86737978,107.6482229,12.91778675,7683.311513,1382.996072,3.689626761,0.258273873,5.405800223,2.91913212,15.70576463,2.198807048,34.46965096,3.102268586,1.887790808,0.033413897,7.303239025,1.168518244,192.3751513,3.847503026,4.803531513,0.240176576,2.882703635,0.006341948,0.649923953,0.019692696
Isla Hermite,HER42PB,HER42PB_1F,200,1.2,23.4,24.6,24.0,223.4,224.6,224,223.4,224.6,224,224.0,2201.12,2902.65,2600.65,2593.03,0.06437,88.35931459,4.417965729,11.64068541,1.164068541,0.142526569,0.014252657,670.9631777,6.709631777,2194.360902,394.9849624,11323.61093,1472.069421,690.7048329,96.69867661,104.6054626,12.55265551,9567.109814,1722.079767,2.746114854,0.19222804,5.360618674,2.894734084,16.67157469,2.334020457,22.71049639,2.043944675,1.703350504,0.055358891,4.662067798,0.745930848,171.3980626,3.427961252,2.662592467,0.133129623,1.537065024,0.020135552,0.509992759,0.020042715
Isla Hermite,HER42PB,HER42PB_1F,205,1.2,30.3,31.5,30.9,230.3,231.5,230.9,230.3,231.5,230.9,230.9,2312.8,2985.39,2715.51,2700.23,0.06336,88.43386559,4.42169328,11.56613441,1.156613441,0.149096641,0.014909664,741.4445825,11.34410211,2525.307497,454.5553495,11871.90515,1543.34767,549.7826232,76.96956725,83.17074012,9.980488814,5459.728289,982.751092,2.27561944,0.159293361,3.651541303,1.971832304,16.66345413,2.332883578,20.69597487,1.862637738,1.661949497,0.074953922,4.800340815,0.76805453,190.1380415,3.80276083,3.129892546,0.156494627,2.226385175,0.077700843,0.559160578,0.031368908
Isla Hermite,HER42PB,HER42PB_1F,209,1.1,35.8,36.9,36.4,235.8,236.9,236.4,235.8,236.9,236.4,236.4,2464.07,3027.72,2800.34,2787.03,0.06337,73.17352547,3.658676273,26.82647453,2.682647453,0.408431499,0.04084315,916.3058162,24.46536529,5697.238235,1025.502882,21435.85886,2786.661652,1725.260893,241.536525,306.2265551,36.74718661,11114.88978,2000.68016,5.029922831,0.352094598,6.72326864,3.630565066,24.69330757,3.45706306,25.50832915,2.295749624,2.151234956,0.070560507,18.92485386,3.027976618,248.0408721,4.960817442,10.2233775,0.511168875,5.325335184,0.085205363,1.686751783,0.025638627
Isla Hermite,HER42PB,HER42PB_1F,211,1.1,38.4,39.5,39.0,238.4,239.5,239,238.4,239.5,239,239.0,2505.63,3066.25,2845.42,2828.06,0.06328,77.91274175,3.895637088,22.08725825,2.208725825,0.322670089,0.032267009,1039.769396,18.4039183,5573.411793,1003.214123,18063.59942,2348.267925,2165.153606,303.1215048,346.4020468,41.56824562,13675.84016,2461.651229,5.877569688,0.411429878,7.291340643,3.937323947,32.30269493,4.52237729,29.23295322,2.63096579,2.242037963,0.017039489,21.81206384,3.489930214,211.4460624,4.228921248,23.116,1.1558,6.913959552,0.085733098,2.178953363,0.052730671
Isla Hermite,HER42PB,HER42PB_1F,213,1.2,41.1,42.3,41.7,241.1,242.3,241.7,241.1,242.3,241.7,241.7,2591.67,3091.94,2884.33,2870.73,0.06322,75.47426899,3.773713449,24.52573101,2.452573101,0.382799429,0.038279943,1148.87735,9.535682008,4695.135297,845.1243535,16570.75403,2154.198024,1731.529863,242.4141808,288.8091125,34.6570935,12238.61735,2202.951123,4.779923294,0.334594631,6.769791583,3.655687455,30.25871619,4.236220267,26.6817226,2.401355034,2.24979649,0.100115944,16.08852231,2.57416357,202.828785,4.0565757,9.612839085,0.480641954,5.789430375,0.087420399,1.67270819,0.007359916
Isla Hermite,HER42PB,HER42PB_1G,224,1.2,6.9,8.1,7.5,246.9,248.1,247.5,244.9,246.1,245.5,245.5,2738.57,3113.59,2935.01,2930.84,0.06922,86.60530107,4.330265054,13.39469893,1.339469893,0.154469379,0.015446938,736.5789762,28.35829058,1688.278234,303.8900821,9282.261886,1206.694045,544.0403813,76.16565338,91.45583254,10.9746999,16448.97625,2960.815725,2.063550218,0.144448515,8.708805886,4.702755178,37.91346404,5.307884966,18.35356327,1.651820694,2.126541239,0.068261974,3.265430798,0.522468928,146.7512531,2.935025062,3.113895793,0.15569479,3.128752166,0.127027338,0.611488315,0.001712167
Isla Hermite,HER42PB,HER42PB_1G,231,1.2,16.4,17.6,17.0,256.4,257.6,257,254.4,255.6,255,255.0,2899.24,3250.62,3064.32,3068.08,0.07567,80.54199127,4.027099563,19.45800873,1.945800873,0.235306237,0.023530624,860.6907676,14.97601936,4369.778556,786.5601401,16688.31951,2169.481536,1581.334342,221.3868079,300.501993,36.06023916,12270.07289,2208.61312,5.122309014,0.358561631,7.561017887,4.082949659,20.55300982,2.877421375,29.3359331,2.640233979,2.072902542,0.043738244,13.37718549,2.140349678,196.4487137,3.928974274,9.298215317,0.464910766,3.408070141,0.066798175,1.037726746,0.009547086
Isla Hermite,HER42PB,HER42PB_1G,232,1.2,17.7,18.9,18.3,257.7,258.9,258.3,255.7,256.9,256.3,256.3,2906.37,3285.71,3080.65,3085.26,0.07672,87.97607322,4.398803661,12.02392678,1.202392678,0.154935347,0.015493535,841.7675868,36.53271327,1951.694876,351.3050777,11281.74843,1466.627296,644.4824408,90.22754171,100.7317857,12.08781428,5685.831956,1023.449752,1.700460441,0.119032231,5.717566832,3.087486089,14.18284501,1.985598301,15.23009592,1.370708633,1.604197983,0.045077963,4.424370634,0.707899301,170.3369471,3.406738942,3.424722039,0.171236102,2.302894171,0.020956337,0.699489559,0.020914738
Isla Hermite,HER42PB,HER42PB_1G,236,1.2,23.2,24.4,23.8,263.2,264.4,263.8,261.2,262.4,261.8,261.8,2949.02,3420.51,3146.93,3156.95,0.07894,83.98527592,4.199263796,16.01472408,1.601472408,0.191320901,0.01913209,712.1125148,24.35424801,1649.869327,296.9764789,10268.05232,1334.846802,511.753571,71.64549994,77.97233518,9.356680222,5669.96572,1020.59383,1.696042582,0.118722981,5.647978456,3.049908366,15.90778555,2.227089977,21.94878635,1.975390772,1.868367764,0.011770717,3.053481296,0.488557007,171.610596,3.43221192,2.248747432,0.112437372,1.898875092,0.034179752,0.465030635,0.006696441
Isla Hermite,HER42PB,HER42PB_1G,240,1.2,28.6,29.8,29.2,268.6,269.8,269.2,266.6,267.8,267.2,267.2,2992.38,3508.45,3215.48,3225.36,0.07796,80.73497786,4.036748893,19.26502214,1.926502214,0.236792999,0.0236793,1041.216979,26.34278957,2991.060367,538.3908661,13752.84253,1787.869529,979.9509916,137.1931388,165.9363359,19.91236031,6876.421266,1237.755828,2.30494227,0.161345959,6.480173586,3.499293736,12.73174274,1.782443984,17.94697181,1.615227463,1.844990156,0.06365216,7.318389831,1.170942373,185.0171857,3.700343714,5.029297468,0.251464873,2.013852629,0.044506143,0.932706076,0.023784005
Isla Hermite,HER42PB,HER42PB_1G,245,1.2,35.2,36.4,35.8,275.2,276.4,275.8,273.2,274.4,273.8,273.8,3049.36,3616.31,3298.86,3310.02,0.07990,84.0103339,4.200516695,15.9896661,1.59896661,0.211330496,0.02113305,961.5239514,19.03817424,2493.852742,448.8934936,12789.28681,1662.607285,746.8175441,104.5544562,112.7063173,13.52475808,5833.148328,1049.966699,1.877953739,0.131456762,6.237541155,3.368272224,14.76761143,2.0674656,27.14668681,2.443201813,1.931484875,0.029165422,5.332748571,0.853239771,185.3224681,3.706449362,5.620769362,0.281038468,2.944212523,0.089798482,0.79831217,0.022672066
Isla Hermite,HER42PB,HER42PB_1G,253,1.1,45.8,46.9,46.3,285.8,286.9,286.3,283.8,284.9,284.3,284.3,3155.47,3766.17,3433.67,3441.44,0.08398,82.79191185,4.139595592,17.20808815,1.720808815,0.243732102,0.02437321,1158.805879,20.0473417,3156.428577,568.1571439,13600.89319,1768.116115,1299.51414,181.9319796,181.7526989,21.81032387,7738.954402,1393.011792,2.990729658,0.209351076,5.937997306,3.206518545,15.51050531,2.171470743,20.09031476,1.808128328,1.893042233,0.07079978,9.789818065,1.56637089,188.000363,3.76000726,8.928726964,0.446436348,2.591150791,0.044826909,1.174017583,0.027119806
Isla Hermite,HER42PB,HER42PB_1H,260,1.2,5.0,6.2,5.6,285,286.2,285.6,285,286.2,285.6,285.6,3163.91,3784.4,3449.38,3456.92,0.08286,77.87468362,3.893734181,22.12531638,2.212531638,0.293040462,0.029304046,1278.215842,8.691867727,3752.970488,675.5346878,15125.15668,1966.270368,1317.861996,184.5006794,232.242995,27.8691594,11631.52569,2093.674624,4.563779045,0.319464533,7.744414081,4.181983604,17.5903724,2.462652136,32.04482347,2.884034112,2.17785563,0.017422845,10.85946901,1.737515042,193.4016881,3.868033762,6.233090779,0.311654539,3.854321558,0.105222979,1.079985074,0.013283816
Isla Hermite,HER42PB,HER42PB_1H,264,1.2,10.3,11.5,10.9,290.3,291.5,290.9,290.3,291.5,290.9,290.9,3208.88,3858.54,3514.07,3520.88,0.07764,85.88084068,4.294042034,14.11915932,1.411915932,0.16892534,0.016892534,949.5359406,10.63480253,2146.234669,386.3222404,11805.42446,1534.70518,661.2738356,92.57833698,99.43200238,11.93184029,5101.984158,918.3571484,1.567442911,0.109721004,5.249374812,2.834662398,11.06280232,1.548792325,13.25098663,1.192588797,1.84890237,0.013312097,4.53509703,0.725615525,176.9254729,3.538509458,4.356527584,0.217826379,1.59040184,0.024333148,0.626977164,0.017241872
Isla Hermite,HER42PB,HER42PB_1H,269,1.2,17.0,18.2,17.6,297,298.2,297.6,297,298.2,297.6,297.6,3278.8,3936.1,3604.75,3607.18,0.07723,82.58926468,4.129463234,17.41073532,1.741073532,0.253511174,0.025351117,1060.269268,14.10158127,3230.055285,581.4099513,14687.33659,1909.353757,1159.633301,162.3486621,200.6979642,24.0837557,9470.00065,1704.600117,3.348828618,0.234418003,5.562068293,3.003516878,21.54142699,3.015799779,22.23958244,2.00156242,2.011614699,0.067590254,9.064433171,1.450309307,188.3571252,3.767142504,6.112481301,0.305624065,3.545818537,0.036521931,0.993930016,0.006758724
Isla Hermite,HER42PB,HER42PB_1H,273,1.2,22.3,23.5,22.9,302.3,303.5,302.9,302.3,303.5,302.9,302.9,3348.18,3999.61,3674.77,3675.81,0.07688,85.38238816,4.269119408,14.61761184,1.461761184,0.176689049,0.017668905,854.0198817,9.735826651,2161.527815,389.0750067,11153.06418,1449.898343,705.6349353,98.78889094,105.939325,12.712719,8155.795786,1468.043241,3.220383438,0.225426841,4.967669945,2.68254177,20.15831002,2.822163403,25.45930847,2.291337762,2.141098004,0.05309923,4.725737967,0.756118075,157.6321242,3.152642484,8.263321109,0.413166055,3.548335675,0.050386367,0.79622502,0.008519608
Isla Hermite,HER42PB,HER42PB_1H,278,1.3,29.3,30.6,29.9,309.3,310.6,309.9,309.3,310.6,309.9,309.9,3417.86,4085.35,3768.59,3766.86,0.07769,80.51006738,4.025503369,19.48993262,1.948993262,0.282455482,0.028245548,1007.162444,3.122203575,3158.319141,568.4974454,13037.74795,1694.907234,1244.681812,174.2554537,206.3664659,24.76397591,12716.46571,2288.963828,4.839313706,0.338751959,5.338448611,2.88276225,42.22566553,5.911593174,22.96594282,2.066934854,2.283111902,0.109132749,9.013114206,1.442098273,168.1855143,3.363710286,6.305163916,0.315258196,4.678672587,0.112756009,0.969583896,0.004654003
Isla Hermite,HER42PB,HER42PB_1H,281,1.3,33.5,34.8,34.2,313.5,314.8,314.2,313.5,314.8,314.2,314.2,3481.8,4117.19,3827,3822.21,0.07733,78.79696661,3.93984833,21.20303339,2.120303339,0.31440249,0.031440249,1018.047839,14.45627932,4932.545491,887.8581884,17576.4553,2284.939189,1777.250694,248.8150972,298.9077106,35.86892527,13604.27869,2448.770164,4.807527056,0.336526894,9.578116848,5.172183098,20.93774638,2.931284493,26.98125114,2.428312603,2.200608573,0.06931917,15.03062537,2.404900059,209.1785709,4.183571418,13.76339306,0.688169653,4.227896135,0.094282084,1.85283002,0.029830563
Isla Hermite,HER42PB,HER42PB_1H,286,1.3,40.5,41.8,41.1,320.5,321.8,321.1,320.5,321.8,321.1,321.1,3576.56,4198.92,3922.83,3911.44,0.08134,84.09143938,4.204571969,15.90856062,1.590856062,0.169807506,0.016980751,1154.027064,21.69570879,3296.461851,593.3631332,14146.65191,1839.064748,1032.997546,144.6196564,170.6622359,20.47946831,9836.302432,1770.534438,3.707856044,0.259549923,5.191529292,2.803425818,23.03276646,3.224587304,31.26595862,2.813936276,2.046619753,0.043593001,8.511878548,1.361900568,192.532482,3.85064964,4.206837387,0.210341869,3.105362613,0.037264351,0.805270955,0.010307468
Isla Hermite,HER42PB,HER42PB_1I,301,1.2,12.1,13.3,12.7,332.1,333.3,332.7,332.1,333.3,332.7,332.7,3745,4299.94,4071.16,4054.05,0.10968,83.9596114,4.19798057,16.0403886,1.60403886,0.19074126,0.019074126,886.6798883,4.433399441,3630.013724,653.4024703,15132.67009,1967.247112,1399.073387,195.8702742,224.410619,26.92927428,11924.50104,2146.410187,4.871365568,0.34099559,5.051388454,2.727749765,32.86089404,4.600525166,47.12837952,4.241554157,2.550413788,0.03519571,9.181167207,1.468986753,187.3581473,3.747162946,6.169142495,0.308457125,4.806879758,0.040858478,0.913011594,0.007395394
Isla Hermite,HER42PB,HER42PB_1I,303,1.3,14.9,16.2,15.6,334.9,336.2,335.6,334.9,336.2,335.6,335.6,3770.92,4325.61,4099.99,4080.49,0.07728,87.1085986,4.35542993,12.8914014,1.28914014,0.137835165,0.013783516,668.8032448,7.824997965,1910.49941,343.8898938,11158.13864,1450.558023,439.3035398,61.50249557,71.0193117,8.522317404,11671.94395,2100.949911,4.458688299,0.312108181,5.180870206,2.797669911,45.18632252,6.326085153,53.63556539,4.827200885,2.459414749,0.055336832,3.476749263,0.556279882,170.2979154,3.405958308,4.344509341,0.217225467,3.550965585,0.113985995,0.488971386,0.012077593
Isla Hermite,HER42PB,HER42PB_1I,312,1.2,27.6,28.8,28.2,347.6,348.8,348.2,347.6,348.8,348.2,348.2,3909.13,4542,4255.12,4243.54,0.06531,87.16014132,4.358007066,12.83985868,1.283985868,0.152862824,0.015286282,847.0944128,3.473087092,1824.238565,328.3629417,11213.62735,1457.771556,512.3554916,71.72976882,81.69856209,9.803827451,3792.695713,682.6852283,1.647634055,0.115334384,4.609934349,2.489364548,15.18090345,2.125326483,12.9771423,1.167942807,2.455005104,0.067021639,3.653537431,0.584565989,172.0502391,3.441004782,2.975457077,0.148772854,1.910263685,0.05367841,0.480981624,0.013467485
Isla Hermite,HER42PB,HER42PB_1I,317,1.1,34.3,35.4,34.9,354.3,355.4,354.9,354.3,355.4,354.9,354.9,4003.57,4655.03,4353.05,4346.12,0.06482,72.75715434,3.637857717,27.24284566,2.724284566,0.369899647,0.036989965,1214.447578,20.03838504,6392.588844,1150.665992,21625.13237,2811.267208,2190.796475,306.7115065,370.2795254,44.43354305,14268.60462,2568.348832,5.815379919,0.407076594,9.34212645,5.044748283,26.73054531,3.742276343,30.15916633,2.71432497,2.900474848,0.099776335,19.34515712,3.095225139,233.1635452,4.663270904,13.66253525,0.683126763,6.118414604,0.130934073,1.878815051,0.006951616
Isla Hermite,HER42PB,HER42PB_1I,320,1.3,38.3,39.6,38.9,358.3,359.6,358.9,358.3,359.6,358.9,358.9,4047.04,4732.33,4415.52,4407.83,0.06483,79.77081001,3.9885405,20.22918999,2.022918999,0.237378233,0.023737823,1200.562927,35.77677523,4495.825694,809.2486249,17533.72021,2279.383627,1567.919211,219.5086895,262.5621361,31.50745633,10730.82606,1931.548691,4.010749764,0.280752483,8.272910832,4.467371849,24.02900522,3.364060731,26.45734265,2.381160839,2.833849077,0.096917638,13.39282812,2.142852499,213.4629871,4.269259742,10.06828333,0.503414167,4.271034409,0.057658965,1.550468308,0.032404788
Isla Hermite,HER42PB,HER42PB_1I,322,1.2,41.0,42.2,41.6,361,362.2,361.6,361,362.2,361.6,361.6,4088.95,4780.57,4455.67,4449.48,0.06478,64.55358505,3.227679252,35.44641495,3.544641495,0.505420893,0.050542089,861.3822804,18.60585726,7640.061698,1375.211106,25617.84304,3330.319595,2459.596002,344.3434403,478.1053801,57.37264561,19294.05726,3472.930307,8.019375617,0.561356293,8.373213228,4.521535143,34.81762093,4.87446693,40.93193485,3.683874137,3.144908687,0.047488121,22.50407206,3.60065153,261.5567621,5.231135242,15.26880059,0.76344003,7.974084403,0.171442815,1.760695953,0.022889047
Isla Hermite,HER42PB,HER42PB_1J,335,1.1,14.7,15.8,15.25,369.7,370.8,370.2,369.7,370.8,370.2,370.2,4214.65,4918.43,4586.66,4582.23,0.06305,64.71300475,3.235650237,35.28699525,3.528699525,0.573413754,0.057341375,1059.70837,14.83591718,7405.052803,1332.909505,23158.71471,3010.632912,2487.088223,348.1923512,488.9858648,58.67830378,21529.71781,3875.349206,9.69654668,0.678758268,9.940322624,5.367774217,43.85099046,6.139138664,64.61496501,5.815346851,3.303881034,0.113323119,26.16719666,4.186751466,242.5140453,4.850280906,20.70374755,1.035187378,8.380156581,0.092181722,2.132896115,0.018769486
Isla Hermite,HER42PB,HER42PB_1J,340,1.2,21.7,22.9,22.4,376.7,377.9,377.3,376.7,377.9,377.3,377.3,4352.13,4997,4702.25,4694.84,0.06326,73.48963211,3.674481605,26.51036789,2.651036789,0.379750435,0.037975043,1223.037067,26.17299323,6938.306145,1248.895106,20268.84804,2634.950245,2279.040838,319.0657173,412.4972905,49.49967486,23564.0081,4241.521458,6.815172626,0.477062084,14.36379274,7.75644808,35.30719832,4.943007765,38.30523184,3.447470866,3.635115642,0.109053469,23.87451872,3.819922995,229.7243184,4.594486368,10.85448743,0.542724372,7.058762849,0.09882268,2.037859749,0.04605563
Isla Hermite,HER42PB,HER42PB_1J,342,1.3,24.6,25.9,25.4,379.6,380.9,380.3,379.6,380.9,380.3,380.3,4390.48,5042.95,4750.46,4742.26,0.06519,61.16162524,3.058081262,38.83837476,3.883837476,0.582193263,0.058219326,871.6765028,9.32693858,8950.558177,1611.100472,24808.64122,3225.123359,2482.192492,347.5069489,468.1176464,56.17411757,19367.63702,3486.174664,6.870330497,0.480923135,8.283716354,4.473206831,39.39945912,5.515924277,38.04452155,3.42400694,3.562688785,0.089423488,26.1051305,4.17682088,258.8993453,5.177986906,16.12641381,0.806320691,7.577023425,0.208368144,2.518058486,0.066476744
Isla Hermite,HER42PB,HER42PB_1J,346,1.2,30.3,31.5,31.0,385.3,386.5,385.9,385.3,386.5,385.9,385.9,4522.23,5089.99,4833.33,4828.16,0.06526,84.77831096,4.238915548,15.22168904,1.522168904,0.183188097,0.01831881,1227.016938,40.73696234,2336.807871,420.6254168,10578.61869,1375.22043,931.8953279,130.4653459,132.2391605,15.86869926,28458.15526,5122.467947,4.4576731,0.312037117,6.187784978,3.341403888,33.54823181,4.696752453,28.66381491,2.579743342,3.280271554,0.124322292,6.326605247,1.01225684,150.1829657,3.003659314,3.63246372,0.181623186,4.534795472,0.040813159,1.002590836,0.011529795
Isla Hermite,HER42PB,HER42PB_1J,349,1.3,34.6,35.9,35.3,389.6,390.9,390.2,389.6,390.9,390.2,390.2,4586.58,5154.87,4900.41,4894.05,0.06668,77.35246236,3.867623118,22.64753764,2.264753764,0.293299246,0.029329925,1126.513631,14.53202584,4675.210641,841.5379154,15306.70025,1989.871033,1260.681432,176.4954005,253.2933803,30.39520564,22717.61164,4089.170095,4.917649378,0.344235456,6.573395751,3.549633706,29.94669397,4.192537156,23.73971131,2.136574018,3.658620938,0.113783111,14.32868034,2.292588854,171.0846086,3.421692172,7.44121623,0.372060812,4.388692134,0.083385151,1.4011857,0.017374703
Isla Hermite,HER42PB,HER42PB_1J,352,1.2,39.0,40.2,39.7,394,395.2,394.6,394,395.2,394.6,394.6,4728.63,5181.77,4960.01,4960.04,0.06670,81.35482922,4.067741461,18.64517078,1.864517078,0.230356869,0.023035687,998.2394004,14.77394313,3450.956197,621.1721155,14483.51439,1882.856871,1130.676773,158.2947482,183.982931,22.07795172,10907.12191,1963.281944,2.854988022,0.199849162,7.039017163,3.801069268,21.79382396,3.051135354,16.6275996,1.496483964,2.911871915,0.024459724,11.48762934,1.838020694,184.4496706,3.688993412,5.635881127,0.281794056,3.882690362,0.097843797,1.11492431,0.015162971
